Timestamp,Machine,Voltage,Current,Power,Energy,PowerFactor,Frequency,Temperature,Status
2026-07-15T06:33:36.043663+00:00,Conveyor,414.59,18.37,14.24,424.24,0.958,49.99,50.07,Running
2026-07-15T06:33:42.140540+00:00,Knockout,413.41,22.47,15.57,406.33,0.947,49.99,50.86,Running
2026-07-15T06:33:42.140666+00:00,BC1,414.5,21.93,11.32,307.52,0.958,49.97,48.73,Running
2026-07-15T06:33:42.140776+00:00,BC2,417.54,7.07,5.09,153.63,0.929,50.03,50.95,Idle
2026-07-15T06:33:42.140894+00:00,BC5,414.92,5.0,2.53,487.71,0.949,49.92,49.81,Fault
2026-07-15T06:33:42.141004+00:00,Blower,415.26,8.84,3.22,143.3,0.935,50.02,49.31,Running
2026-07-15T06:33:42.141146+00:00,Rotor,416.89,14.02,8.81,163.98,0.935,50.08,50.98,Running
2026-07-15T06:33:42.141232+00:00,Pump,413.03,5.0,2.79,484.54,0.937,50.0,48.93,Maintenance
2026-07-15T06:33:42.141313+00:00,SF900,418.32,5.0,3.84,188.21,0.956,50.11,52.07,Maintenance
2026-07-15T06:33:42.141398+00:00,Crusher,415.02,7.82,5.53,247.22,0.949,49.97,48.68,Running
2026-07-15T06:33:42.141478+00:00,Conveyor,415.31,18.95,14.02,424.25,0.948,49.99,50.89,Running
2026-07-15T06:33:48.246066+00:00,Knockout,413.3,22.77,14.46,406.34,0.946,49.96,51.07,Running
2026-07-15T06:33:48.246249+00:00,BC1,414.82,21.43,10.29,307.52,0.965,49.97,49.72,Running
2026-07-15T06:33:48.246446+00:00,BC2,416.58,8.01,4.65,153.64,0.928,50.05,52.5,Running
2026-07-15T06:33:48.246637+00:00,BC5,414.44,5.0,4.28,487.72,0.951,49.89,48.32,Idle
2026-07-15T06:33:48.246823+00:00,Blower,415.35,9.76,3.97,143.3,0.935,50.06,49.21,Running
2026-07-15T06:33:48.247075+00:00,Rotor,417.4,13.29,8.58,163.98,0.932,50.09,51.28,Running
2026-07-15T06:33:48.247208+00:00,Pump,414.56,5.0,2.0,484.54,0.932,49.99,48.08,Maintenance
2026-07-15T06:33:48.247306+00:00,SF900,417.3,5.77,2.67,188.21,0.948,50.09,50.24,Maintenance
2026-07-15T06:33:48.247475+00:00,Crusher,414.54,8.9,6.88,247.23,0.951,50.01,49.83,Running
2026-07-15T06:33:48.247662+00:00,Conveyor,415.32,20.68,12.74,424.25,0.951,49.99,51.76,Running
2026-07-15T06:33:54.331162+00:00,Knockout,413.24,20.48,14.51,406.34,0.946,49.96,50.69,Running
2026-07-15T06:33:54.331348+00:00,BC1,415.24,22.55,10.2,307.53,0.962,49.97,47.97,Running
2026-07-15T06:33:54.331520+00:00,BC2,417.22,8.29,5.9,153.64,0.931,50.08,51.48,Running
2026-07-15T06:33:54.331660+00:00,BC5,414.49,6.92,3.21,487.72,0.941,49.9,48.57,Running
2026-07-15T06:33:54.331787+00:00,Blower,415.93,9.88,5.57,143.31,0.934,50.08,48.88,Running
2026-07-15T06:33:54.331893+00:00,Rotor,418.53,14.06,8.87,163.99,0.928,50.05,51.61,Running
2026-07-15T06:33:54.332000+00:00,Pump,415.02,5.51,2.0,484.54,0.932,49.99,47.84,Idle
2026-07-15T06:33:54.332097+00:00,SF900,417.03,6.0,2.76,188.21,0.944,50.09,49.24,Maintenance
2026-07-15T06:33:54.332189+00:00,Crusher,414.76,10.2,6.25,247.23,0.945,50.01,47.81,Running
2026-07-15T06:33:54.332282+00:00,Conveyor,415.2,18.67,13.86,424.26,0.952,50.03,51.42,Running
2026-07-15T06:34:00.406528+00:00,Knockout,413.86,22.12,14.24,406.35,0.951,49.98,51.86,Running
2026-07-15T06:34:00.406684+00:00,BC1,414.62,22.32,12.04,307.54,0.963,49.98,47.75,Running
2026-07-15T06:34:00.406817+00:00,BC2,417.7,10.84,8.32,153.64,0.933,50.08,52.1,Running
2026-07-15T06:34:00.406942+00:00,BC5,413.53,7.15,5.01,487.72,0.94,49.9,48.31,Running
2026-07-15T06:34:00.407097+00:00,Blower,415.59,5.17,2.34,143.31,0.929,50.06,49.83,Fault
2026-07-15T06:34:00.407244+00:00,Rotor,418.55,14.54,9.18,163.99,0.934,50.04,52.17,Running
2026-07-15T06:34:00.407392+00:00,Pump,414.96,5.02,2.82,484.54,0.93,49.98,47.58,Idle
2026-07-15T06:34:00.407545+00:00,SF900,416.88,5.86,2.0,188.21,0.937,50.11,49.7,Maintenance
2026-07-15T06:34:00.407754+00:00,Crusher,415.38,10.84,6.85,247.23,0.95,49.99,47.54,Running
2026-07-15T06:34:00.407916+00:00,Conveyor,414.89,18.57,12.95,424.27,0.952,50.06,51.92,Running
2026-07-15T06:34:06.495972+00:00,Knockout,413.52,22.76,13.26,406.36,0.957,49.97,51.92,Running
2026-07-15T06:34:06.496132+00:00,BC1,416.33,22.23,11.51,307.54,0.964,49.94,47.94,Running
2026-07-15T06:34:06.496292+00:00,BC2,417.71,10.59,9.38,153.65,0.933,50.09,53.15,Running
2026-07-15T06:34:06.496440+00:00,BC5,412.84,8.68,4.42,487.72,0.942,49.88,48.93,Running
2026-07-15T06:34:06.496624+00:00,Blower,415.85,5.0,3.88,143.31,0.926,50.03,49.66,Fault
2026-07-15T06:34:06.496814+00:00,Rotor,418.19,13.26,10.11,164.0,0.935,50.02,52.35,Running
2026-07-15T06:34:06.497042+00:00,Pump,414.68,6.64,2.33,484.54,0.925,49.98,47.13,Idle
2026-07-15T06:34:06.497196+00:00,SF900,416.72,5.0,3.18,188.21,0.932,50.07,49.03,Maintenance
2026-07-15T06:34:06.497294+00:00,Crusher,415.27,9.91,6.71,247.24,0.948,49.95,47.71,Running
2026-07-15T06:34:06.497408+00:00,Conveyor,415.08,19.7,11.68,424.27,0.957,50.05,52.84,Running
2026-07-15T06:34:12.549196+00:00,Knockout,413.97,21.62,12.9,406.37,0.965,49.97,52.56,Running
2026-07-15T06:34:12.549457+00:00,BC1,416.06,5.0,2.0,307.54,0.966,49.94,47.05,Maintenance
2026-07-15T06:34:12.549611+00:00,BC2,418.39,11.53,8.95,153.65,0.941,50.09,53.8,Running
2026-07-15T06:34:12.549778+00:00,BC5,413.66,7.93,4.56,487.73,0.952,49.87,49.11,Running
2026-07-15T06:34:12.549940+00:00,Blower,416.68,5.0,2.5,143.31,0.926,50.03,51.04,Fault
2026-07-15T06:34:12.550104+00:00,Rotor,417.91,12.8,9.28,164.0,0.934,50.01,53.4,Running
2026-07-15T06:34:12.550378+00:00,Pump,414.91,5.0,3.42,484.54,0.93,49.99,47.29,Idle
2026-07-15T06:34:12.550630+00:00,SF900,417.63,5.42,2.14,188.21,0.928,50.05,48.86,Maintenance
2026-07-15T06:34:12.550834+00:00,Crusher,415.64,10.86,7.85,247.24,0.952,49.95,47.59,Running
2026-07-15T06:34:12.550932+00:00,Conveyor,414.96,19.19,12.09,424.28,0.95,50.05,52.26,Running
2026-07-15T06:34:18.626133+00:00,Knockout,414.53,20.14,12.87,406.37,0.968,50.01,51.11,Running
2026-07-15T06:34:18.626292+00:00,BC1,415.68,5.0,2.7,307.55,0.966,49.93,46.45,Maintenance
2026-07-15T06:34:18.626418+00:00,BC2,417.75,11.17,8.17,153.66,0.928,50.07,53.64,Running
2026-07-15T06:34:18.626543+00:00,BC5,413.67,5.0,4.03,487.73,0.953,49.87,48.8,Idle
2026-07-15T06:34:18.626666+00:00,Blower,416.87,6.51,2.0,143.31,0.925,50.01,52.47,Fault
2026-07-15T06:34:18.626802+00:00,Rotor,418.12,13.69,9.68,164.01,0.924,50.04,54.09,Running
2026-07-15T06:34:18.626930+00:00,Pump,414.27,5.0,2.0,484.54,0.932,49.96,47.99,Maintenance
2026-07-15T06:34:18.627043+00:00,SF900,417.48,5.7,3.26,188.22,0.936,50.03,48.28,Idle
2026-07-15T06:34:18.627225+00:00,Crusher,416.08,11.23,8.13,247.25,0.949,49.92,47.3,Running
2026-07-15T06:34:18.627404+00:00,Conveyor,415.31,19.4,12.02,424.29,0.952,50.07,51.28,Running
2026-07-15T06:34:24.707301+00:00,Knockout,414.34,23.39,13.34,406.38,0.975,50.01,51.66,Running
2026-07-15T06:34:24.707513+00:00,BC1,416.1,5.0,3.39,307.55,0.958,49.92,46.56,Maintenance
2026-07-15T06:34:24.707697+00:00,BC2,417.66,10.54,8.6,153.66,0.936,50.07,53.94,Running
2026-07-15T06:34:24.707872+00:00,BC5,413.74,5.54,3.79,487.73,0.957,49.87,50.01,Idle
2026-07-15T06:34:24.708021+00:00,Blower,416.0,5.0,2.24,143.31,0.928,50.0,53.16,Fault
2026-07-15T06:34:24.708165+00:00,Rotor,417.11,13.39,9.75,164.01,0.918,50.02,53.64,Running
2026-07-15T06:34:24.708325+00:00,Pump,414.59,5.0,2.28,484.55,0.923,49.98,48.07,Maintenance
2026-07-15T06:34:24.708502+00:00,SF900,416.6,5.0,3.15,188.22,0.924,50.02,48.24,Idle
2026-07-15T06:34:24.708652+00:00,Crusher,416.18,10.7,10.49,247.25,0.954,49.92,47.8,Running
2026-07-15T06:34:24.708810+00:00,Conveyor,414.38,21.37,12.03,424.29,0.953,50.05,51.51,Running
2026-07-15T06:34:30.756532+00:00,Knockout,413.86,25.08,13.31,406.39,0.972,50.02,50.52,Running
2026-07-15T06:34:30.756690+00:00,BC1,416.38,6.19,2.0,307.55,0.962,49.94,47.3,Maintenance
2026-07-15T06:34:30.756835+00:00,BC2,418.52,11.31,8.69,153.67,0.938,50.05,53.39,Running
2026-07-15T06:34:30.757099+00:00,BC5,413.86,6.7,4.27,487.73,0.959,49.86,49.52,Running
2026-07-15T06:34:30.757350+00:00,Blower,416.41,5.0,2.45,143.32,0.922,50.0,52.77,Maintenance
2026-07-15T06:34:30.757598+00:00,Rotor,416.51,15.33,9.39,164.02,0.922,50.01,52.85,Running
2026-07-15T06:34:30.757764+00:00,Pump,414.46,5.72,2.18,484.55,0.921,49.99,48.02,Running
2026-07-15T06:34:30.757931+00:00,SF900,416.19,5.0,2.16,188.22,0.924,50.04,48.12,Idle
2026-07-15T06:34:30.758149+00:00,Crusher,415.59,9.89,9.27,247.26,0.951,49.93,48.56,Running
2026-07-15T06:34:30.758315+00:00,Conveyor,414.17,22.52,12.76,424.3,0.953,50.03,51.24,Running
2026-07-15T06:34:36.820571+00:00,Knockout,414.07,23.5,13.6,406.4,0.973,49.98,50.19,Running
2026-07-15T06:34:36.820877+00:00,BC1,416.66,5.6,2.0,307.55,0.959,49.93,46.65,Maintenance
2026-07-15T06:34:36.821026+00:00,BC2,417.78,6.03,2.0,153.67,0.931,50.04,51.94,Maintenance
2026-07-15T06:34:36.821158+00:00,BC5,413.4,6.89,4.59,487.74,0.964,49.85,49.17,Running
2026-07-15T06:34:36.821293+00:00,Blower,416.37,5.0,2.51,143.32,0.924,49.99,52.11,Maintenance
2026-07-15T06:34:36.821445+00:00,Rotor,417.14,15.09,9.4,164.02,0.916,49.99,53.64,Running
2026-07-15T06:34:36.821546+00:00,Pump,414.25,6.66,2.0,484.55,0.928,49.99,49.3,Running
2026-07-15T06:34:36.821669+00:00,SF900,416.42,5.0,2.53,188.22,0.928,50.03,48.76,Idle
2026-07-15T06:34:36.821766+00:00,Crusher,415.22,10.24,9.5,247.26,0.942,49.96,49.69,Running
2026-07-15T06:34:36.821936+00:00,Conveyor,414.85,23.96,13.88,424.31,0.949,50.02,50.73,Running
2026-07-15T06:34:42.913603+00:00,Knockout,414.45,24.33,12.92,406.4,0.972,50.01,51.27,Running
2026-07-15T06:34:42.913775+00:00,BC1,415.56,5.0,2.23,307.55,0.958,49.95,46.68,Maintenance
2026-07-15T06:34:42.913918+00:00,BC2,417.22,6.95,2.0,153.67,0.929,50.04,52.35,Maintenance
2026-07-15T06:34:42.914052+00:00,BC5,413.53,7.83,4.14,487.74,0.966,49.84,48.13,Running
2026-07-15T06:34:42.914177+00:00,Blower,417.25,5.73,3.63,143.32,0.925,49.96,51.41,Running
2026-07-15T06:34:42.914275+00:00,Rotor,416.98,16.14,9.43,164.03,0.92,50.01,53.17,Running
2026-07-15T06:34:42.914369+00:00,Pump,414.37,7.45,3.21,484.55,0.93,49.97,48.08,Running
2026-07-15T06:34:42.914461+00:00,SF900,416.9,6.36,4.0,188.22,0.929,50.03,47.59,Running
2026-07-15T06:34:42.914631+00:00,Crusher,415.48,12.68,10.3,247.27,0.938,49.96,49.02,Running
2026-07-15T06:34:42.914812+00:00,Conveyor,415.1,23.47,14.9,424.32,0.949,50.01,52.03,Running
2026-07-15T06:34:48.981439+00:00,Knockout,414.63,23.31,13.86,406.41,0.977,49.98,50.54,Running
2026-07-15T06:34:48.981598+00:00,BC1,415.38,5.36,3.58,307.55,0.961,49.94,45.57,Maintenance
2026-07-15T06:34:48.981736+00:00,BC2,417.23,5.0,3.01,153.67,0.924,50.02,52.38,Maintenance
2026-07-15T06:34:48.981867+00:00,BC5,413.03,7.7,4.95,487.74,0.962,49.83,48.97,Running
2026-07-15T06:34:48.981977+00:00,Blower,416.24,8.61,4.45,143.32,0.935,49.97,50.82,Running
2026-07-15T06:34:48.982055+00:00,Rotor,416.67,14.81,11.02,164.04,0.916,50.05,52.47,Running
2026-07-15T06:34:48.982132+00:00,Pump,414.35,10.81,3.34,484.55,0.928,49.96,47.95,Running
2026-07-15T06:34:48.982209+00:00,SF900,416.74,7.4,3.85,188.22,0.932,50.02,48.18,Running
2026-07-15T06:34:48.982287+00:00,Crusher,415.34,8.96,7.3,247.27,0.939,49.99,47.49,Idle
2026-07-15T06:34:48.982366+00:00,Conveyor,415.35,16.82,9.07,424.32,0.951,49.97,50.72,Idle
2026-07-15T06:34:55.089334+00:00,Knockout,414.48,23.98,13.65,406.42,0.977,49.97,52.58,Running
2026-07-15T06:34:55.089473+00:00,BC1,415.08,5.57,2.0,307.55,0.968,49.94,45.01,Maintenance
2026-07-15T06:34:55.089679+00:00,BC2,417.75,5.76,3.05,153.67,0.922,50.02,51.68,Maintenance
2026-07-15T06:34:55.089993+00:00,BC5,412.79,8.82,4.8,487.74,0.958,49.88,50.22,Running
2026-07-15T06:34:55.090094+00:00,Blower,416.23,5.98,3.9,143.32,0.938,49.99,51.43,Idle
2026-07-15T06:34:55.090189+00:00,Rotor,416.3,15.84,10.66,164.04,0.915,50.04,52.07,Running
2026-07-15T06:34:55.090282+00:00,Pump,414.27,13.66,3.43,484.55,0.942,49.97,47.99,Running
2026-07-15T06:34:55.090395+00:00,SF900,417.29,7.25,5.1,188.23,0.936,50.02,48.24,Running
2026-07-15T06:34:55.090486+00:00,Crusher,415.16,7.75,7.12,247.28,0.935,50.01,48.22,Running
2026-07-15T06:34:55.090576+00:00,Conveyor,415.46,17.28,11.2,424.33,0.954,49.95,51.41,Running
2026-07-15T06:35:01.205779+00:00,Knockout,414.16,22.87,13.92,406.43,0.974,49.97,52.97,Running
2026-07-15T06:35:01.205884+00:00,BC1,415.3,6.85,2.25,307.56,0.952,50.0,45.2,Maintenance
2026-07-15T06:35:01.205983+00:00,BC2,418.09,5.98,2.97,153.68,0.92,50.03,50.17,Maintenance
2026-07-15T06:35:01.206066+00:00,BC5,413.47,9.88,4.74,487.75,0.957,49.86,50.31,Running
2026-07-15T06:35:01.206150+00:00,Blower,415.72,5.59,2.0,143.32,0.932,50.0,51.12,Idle
2026-07-15T06:35:01.206262+00:00,Rotor,416.04,15.94,10.98,164.05,0.916,50.05,50.95,Running
2026-07-15T06:35:01.206386+00:00,Pump,413.56,13.74,4.39,484.56,0.942,49.98,49.41,Running
2026-07-15T06:35:01.206471+00:00,SF900,417.7,7.59,6.14,188.23,0.94,50.02,48.91,Running
